Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Ordered_Date_Year,Ordered_Date_Month,Ordered_Date_Day,Time_OrderPicked_hours,Time_OrderPicked_mins,Time_Orderd_hours,Time_Orderd_mins,Distance_covered,Time_taken (min)
27.0,5.0,Sunny,Jam,2,motorcycle,0.0,No,Urban,2022,3,14,21,30,21,15,13.612154686696366,10
35.0,4.8,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,4,4,20,40,20,25,14.02247678645099,43
33.0,4.4,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,28,19,35,19,35,7.5620793211870625,21
29.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,3,9,10,19,35,3.040891552951612,15
29.0,4.9,Sunny,Jam,1,scooter,0.0,No,Urban,2022,4,3,21,55,21,50,4.674393132741051,15
37.0,4.4,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,11,16,40,16,35,6.122094799492641,33
31.0,4.5,Windy,Jam,1,motorcycle,2.0,No,Metropolitian,2022,2,16,19,50,19,35,16.151082472320265,39
25.0,5.0,Sunny,Low,2,electric_scooter,1.0,No,Urban,2022,2,17,9,15,9,10,1.5725337292863206,22
26.0,4.5,Sunny,Jam,1,scooter,1.0,No,Metropolitian,2022,3,18,19,20,19,10,19.659373527443684,21
32.0,4.3,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,17,23,55,23,45,7.862668167410368,25
30.0,4.3,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,17,19,30,19,20,4.537516076226438,32
27.0,4.7,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,6,18,50,18,45,19.762382255532906,18
37.0,4.5,Windy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,16,22,45,22,40,17.09752652782741,25
23.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,2022,4,5,10,5,9,50,3.1044353971266565,10
36.0,4.7,Cloudy,High,2,scooter,0.0,No,Metropolitian,2022,3,26,13,55,13,45,6.129149863507623,33
29.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,26,8,25,8,15,1.489792976782627,17
30.0,4.6,Windy,Jam,2,scooter,0.0,No,Metropolitian,2022,3,30,21,25,21,20,7.448086298120235,26
28.0,4.1,Windy,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,15,8,40,8,35,1.5606061760664074,18
29.0,4.8,Fog,Low,2,scooter,1.0,No,Metropolitian,2022,3,7,10,35,10,25,3.061134013686177,16
38.0,4.9,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,29,20,5,19,35,13.631330662170871,26
24.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,5,19,35,19,45,4.674644234401863,28
22.0,4.1,Windy,High,0,motorcycle,0.0,No,Metropolitian,2022,3,11,12,50,12,40,6.12841937845769,31
27.0,4.6,Sandstorms,Low,0,motorcycle,,No,Metropolitian,2022,3,18,23,40,23,35,19.97456846935303,19
37.0,4.2,Sunny,Jam,2,scooter,0.0,No,Metropolitian,2022,3,27,19,50,19,40,19.91431676645955,34
37.0,4.6,Stormy,High,1,motorcycle,1.0,No,,2022,3,9,13,30,13,25,6.2105896103141776,31
27.0,4.6,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,14,23,30,23,20,17.073537690614117,29
29.0,4.8,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,2022,3,5,17,45,17,35,4.561113588992224,28
23.0,4.8,Windy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,4,23,5,22,55,13.406350345879243,13
30.0,4.1,Sandstorms,Medium,2,motorcycle,2.0,No,Metropolitian,2022,3,27,17,20,17,10,13.76575692430954,34
21.0,4.6,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,2,20,10,19,35,13.973947080769715,17
35.0,4.9,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,21,19,35,19,55,4.610035602260694,28
38.0,4.4,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,2022,3,21,21,15,21,10,9.31563208704705,31
20.0,4.7,Fog,Low,1,scooter,0.0,No,Metropolitian,2022,3,19,8,50,8,45,3.0597099613184358,17
35.0,4.7,Stormy,High,0,motorcycle,2.0,No,Metropolitian,2022,3,7,13,25,13,15,6.037605711784208,44
32.0,3.9,Sandstorms,Medium,2,electric_scooter,2.0,No,Urban,2022,3,10,17,20,17,15,10.42732189063304,38
32.0,4.2,Sandstorms,Jam,2,motorcycle,0.0,No,Metropolitian,2022,4,2,19,35,20,45,17.09838855662463,44
37.0,4.0,Stormy,High,0,motorcycle,2.0,No,Metropolitian,2022,3,21,12,5,19,35,3.0250984842245745,34
24.0,5.0,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,2022,2,12,22,35,22,25,10.417061581463946,25
27.0,4.9,Sandstorms,High,1,scooter,0.0,No,Urban,2022,3,19,11,20,11,15,1.4895293820617894,20
23.0,4.9,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,24,21,45,21,40,9.175193844437826,11
27.0,4.8,Sunny,Low,2,scooter,1.0,No,Urban,2022,2,11,9,10,19,35,3.020135360999984,24
38.0,4.6,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,5,22,10,21,55,4.674181485440602,24
35.0,4.8,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,2022,2,16,18,15,18,10,16.476371062937233,44
23.0,4.6,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,3,18,10,17,55,7.546670729116101,26
38.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,2022,3,19,9,35,9,30,1.5125236323325255,18
31.0,4.1,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,19,11,40,11,25,3.104785917529512,33
31.0,4.4,Stormy,Jam,0,motorcycle,1.0,Yes,Metropolitian,2022,3,25,19,40,19,35,10.756273454297125,53
23.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Urban,2022,3,23,19,35,23,55,17.078665498349437,11
,,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,2,18,20,35,19,35,10.485581365232646,39
39.0,4.5,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,4,1,18,55,18,45,9.326561838121483,25
38.0,4.9,Cloudy,Jam,1,scooter,0.0,Yes,Metropolitian,2022,3,10,19,35,21,45,10.906036622245482,47
26.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Urban,2022,3,24,11,10,10,55,1.5367312329664098,14
38.0,4.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,6,19,30,19,25,20.17900385808542,49
38.0,4.3,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,2022,3,7,19,5,19,35,9.075228438646324,36
38.0,4.6,Sunny,Medium,2,scooter,1.0,No,Metropolitian,2022,3,11,17,45,17,40,7.790439155314363,22
29.0,4.7,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,25,23,10,22,55,16.83090555193196,23
30.0,4.8,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,2022,3,3,22,20,22,10,7.683782781592617,25
34.0,4.3,Stormy,Jam,2,scooter,1.0,No,Urban,2022,2,14,19,35,19,20,19.04080424592517,41
20.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,1,8,20,8,15,1.5725337292863206,17
30.0,4.6,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,3,1,19,35,23,55,7.562317945109334,29
,,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,30,23,55,19,35,8.937919334801594,19
24.0,4.6,Stormy,Medium,2,electric_scooter,1.0,No,Urban,2022,2,13,18,50,18,45,7.719450234291639,26
26.0,4.7,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,3,21,8,40,8,25,1.514793721388757,10
39.0,5.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,2022,3,1,23,30,23,25,9.435201537430713,25
33.0,4.3,Windy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,5,8,45,8,40,3.0582815752499948,27
30.0,4.9,Windy,Jam,2,scooter,0.0,No,Metropolitian,2022,3,24,20,40,20,35,7.772282029629311,30
28.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,4,21,15,21,10,10.725566076623076,34
26.0,4.9,Fog,Low,1,scooter,0.0,No,Metropolitian,2022,4,4,23,10,22,55,19.915731481294102,28
32.0,4.3,Sandstorms,High,1,motorcycle,0.0,No,Urban,2022,3,5,11,50,11,40,2.979626518993123,32
31.0,4.8,Fog,Jam,1,scooter,1.0,No,Urban,2022,3,10,21,30,21,15,17.074879617078196,38
31.0,4.9,Fog,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,9,10,25,10,15,3.029527086813746,24
22.0,4.9,Windy,Jam,1,scooter,1.0,No,Metropolitian,2022,4,1,21,55,21,45,9.193469879776632,29
34.0,5.0,Windy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,7,11,25,11,10,1.536802066394733,30
25.0,4.5,Cloudy,Low,1,scooter,1.0,No,Metropolitian,2022,3,18,22,15,22,10,10.756383853403822,26
32.0,4.1,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,10,22,10,19,35,20.253686339517454,34
30.0,4.9,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,2,15,20,55,20,50,4.681855267708646,24
39.0,4.3,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,4,1,20,35,20,30,4.717601092054723,32
25.0,4.7,Sandstorms,High,2,scooter,0.0,No,Urban,2022,4,3,19,35,12,45,6.128363939648455,17
21.0,4.8,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,18,21,55,21,45,20.20631581133856,14
26.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,24,18,40,18,35,4.656862974505059,29
35.0,4.6,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,10,18,45,18,30,10.867138302160432,30
22.0,4.5,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,2,13,17,20,17,15,4426.876783204288,18
23.0,5.0,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,2022,3,12,17,45,17,40,13.97121661678327,28
32.0,4.5,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,12,19,5,18,50,10.641572477284369,29
25.0,4.5,Stormy,Medium,2,motorcycle,1.0,No,Urban,2022,3,30,18,5,17,50,9.17632585467143,24
21.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,2022,2,16,22,15,22,10,12.350685687047548,28
32.0,4.9,Sandstorms,Low,2,scooter,,No,Metropolitian,2022,2,13,23,45,23,40,7.862668167410368,23
36.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,12,21,55,21,50,16.852241972645785,39
39.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,25,18,50,18,40,14.15280068944862,40
28.0,4.7,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,4,23,20,23,10,11.00773476374462,18
38.0,4.8,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,2,13,19,20,19,15,8.95310195230245,37
39.0,5.0,Sandstorms,High,1,scooter,1.0,No,Metropolitian,2022,4,5,12,25,12,20,6.290134677634678,30
34.0,4.3,Cloudy,Low,1,scooter,0.0,No,Metropolitian,2022,3,16,23,40,23,35,19.76027880154466,37
23.0,4.6,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,1,19,35,21,55,9.17431677402621,13
37.0,4.7,Stormy,Medium,1,scooter,1.0,No,Metropolitian,2022,2,14,17,35,17,30,16.983521006781764,27
34.0,4.9,Fog,Jam,1,scooter,2.0,No,Metropolitian,2022,3,16,21,20,21,15,10.724145471030752,45
23.0,5.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,13,17,50,17,40,7.460943738451426,23
21.0,4.8,Cloudy,Jam,2,electric_scooter,1.0,No,,2022,3,15,21,20,21,15,7.79036212453358,22
22.0,4.9,Fog,High,2,scooter,1.0,No,Metropolitian,2022,3,15,14,55,14,45,6.037557938329101,26
28.0,4.7,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,10,21,20,21,15,13.61082462242586,21
34.0,4.7,Cloudy,Medium,0,motorcycle,,No,Metropolitian,2022,2,14,18,5,17,55,14.15280068944862,36
31.0,4.6,Sunny,Low,2,scooter,0.0,No,Metropolitian,2022,2,18,23,40,23,30,11.748980070213673,16
,,,,3,electric_scooter,0.0,No,Metropolitian,2022,4,5,19,55,19,35,19067.12854673921,29
36.0,4.8,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,2022,4,2,18,35,18,30,10.867352908691128,42
31.0,4.7,Stormy,Jam,1,scooter,1.0,No,Urban,2022,4,3,20,30,20,15,4.674266565274251,25
25.0,4.6,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,2,13,18,20,18,15,4.631781459847124,25
34.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Urban,2022,3,19,21,50,21,45,7.790336733567704,28
35.0,5.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,30,20,5,19,50,4.674266565274251,29
20.0,4.1,Cloudy,Jam,1,scooter,1.0,No,Urban,2022,3,18,19,25,19,10,11.9165950600701,31
31.0,4.4,Stormy,Jam,0,motorcycle,3.0,No,Metropolitian,2022,3,23,21,35,21,30,10.58777364583605,47
34.0,4.0,Windy,Jam,0,motorcycle,1.0,No,Urban,2022,3,31,19,45,19,40,13.581198240269067,39
27.0,4.4,Fog,Jam,1,scooter,1.0,No,Metropolitian,2022,4,6,21,45,21,30,17.29786575291325,36
25.0,4.8,Cloudy,High,1,scooter,0.0,No,Metropolitian,2022,3,19,12,5,19,35,1.5204319193295497,23
24.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Urban,2022,2,18,23,50,23,45,16.412167717794997,20
35.0,4.7,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,2022,4,5,20,55,20,45,9.08800511371514,27
32.0,4.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,2,11,21,45,21,30,4.717601092054723,46
24.0,4.7,Sandstorms,Low,1,motorcycle,,,Urban,2022,2,14,22,40,22,35,11.936655706668688,10
21.0,4.6,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,4,19,55,19,40,20.181172140809306,33
29.0,4.9,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,2,17,30,17,15,19.87743959766233,26
34.0,4.4,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,2,21,20,21,10,10.641581256626232,42
31.0,4.9,Windy,Low,1,motorcycle,1.0,No,Metropolitian,2022,4,5,22,40,22,30,7.683765443180289,23
25.0,4.6,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,2,13,21,40,21,25,9.435201537430713,27
32.0,4.7,Stormy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,4,17,35,17,20,12.419634114062015,22
28.0,4.8,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,13,16,45,16,40,6.128850978538233,20
31.0,5.0,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,2022,3,7,8,40,8,35,3.1047992381869647,23
24.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,2022,3,23,19,50,19,40,14.021819246588828,33
21.0,4.5,Cloudy,High,2,scooter,1.0,No,Metropolitian,2022,3,19,19,35,13,55,6.050033592458703,30
33.0,4.8,Cloudy,Jam,0,motorcycle,2.0,Yes,Metropolitian,2022,3,10,21,5,20,55,16.38508523506451,48
,,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,3,29,19,55,19,35,19.61782456145077,53
27.0,4.8,Sandstorms,Medium,0,motorcycle,1.0,No,,2022,3,5,17,25,17,10,4.537394871786295,27
27.0,4.7,Fog,Low,1,motorcycle,0.0,No,,2022,3,14,19,35,23,55,17.138077427627863,28
26.0,4.9,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,2,16,19,35,23,55,20.88743550497028,12
32.0,4.5,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,2022,3,10,20,15,19,35,10.756415548797705,49
30.0,4.8,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,18,18,5,17,50,20.182068898087746,23
33.0,4.7,Sandstorms,Jam,1,scooter,1.0,No,Urban,2022,4,3,21,45,21,35,4.589099458435952,27
33.0,4.4,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,5,21,15,19,35,7.448626618603313,31
23.0,4.9,Fog,Low,1,scooter,1.0,No,Urban,2022,3,13,10,35,10,20,3.040649953439472,11
21.0,5.0,Sunny,Medium,2,motorcycle,0.0,No,Urban,2022,3,11,17,5,16,55,5.958771662511523,11
30.0,5.0,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,2022,3,10,22,50,22,40,12.417115998944013,27
35.0,4.9,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,5,18,25,18,20,4.596439723177665,28
21.0,4.7,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,13,15,55,15,50,6.080888252609821,23
39.0,4.9,Stormy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,11,11,55,11,45,3.061134013686177,46
32.0,4.9,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,5,17,50,17,40,4.469606139374459,19
37.0,4.5,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,17,18,50,18,35,7.5620793211870625,16
36.0,3.8,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,23,21,10,19,35,20.206260324074304,35
35.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,2,17,19,55,19,40,7.490185430661069,31
29.0,4.1,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,18,19,25,19,20,19.975808791439345,37
38.0,5.0,Fog,High,1,motorcycle,1.0,No,Urban,2022,3,3,11,20,11,15,3.073687981631253,29
27.0,4.7,Windy,Low,1,scooter,0.0,No,Metropolitian,2022,4,2,23,55,23,50,10.72465156807538,18
30.0,5.0,Sunny,Low,1,scooter,0.0,No,Metropolitian,2022,2,13,19,35,8,50,3.145067434621583,14
27.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,6,20,10,19,35,17.076514098174254,41
32.0,5.0,Fog,Low,0,motorcycle,0.0,No,Urban,2022,3,26,10,5,9,50,1.5725337292863206,25
27.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,17,20,45,20,35,4.538407907862871,36
22.0,4.7,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,20,22,30,22,25,12.292848945038813,22
29.0,4.0,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,29,18,25,18,10,16.635770753608572,34
30.0,4.9,Stormy,Low,1,scooter,1.0,No,Metropolitian,2022,3,7,9,25,9,20,3.059554247595471,26
33.0,4.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,2022,3,15,11,40,11,30,3.1050761845074675,35
21.0,4.7,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,4,22,15,19,35,16.60096646627219,39
39.0,4.8,Cloudy,Low,1,scooter,1.0,No,Metropolitian,2022,2,16,23,30,23,25,10.569566051096942,26
36.0,4.6,Cloudy,Jam,0,motorcycle,3.0,No,Urban,2022,3,18,20,50,20,35,16.722543155307,50
20.0,4.7,Windy,Jam,1,motorcycle,0.0,No,Urban,2022,3,7,19,35,20,50,4.596336792438924,12
,,Cloudy,Low,2,scooter,1.0,No,Urban,2022,3,24,23,35,19,35,9.31544163550089,15
31.0,4.8,Windy,Low,2,scooter,1.0,No,Urban,2022,4,1,23,45,23,30,7.762596264580148,26
28.0,4.8,Cloudy,Medium,0,motorcycle,0.0,No,Urban,2022,4,1,16,45,16,40,6.210607623190057,21
29.0,4.3,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,13,23,55,23,50,9.081116432461174,28
25.0,4.6,Sunny,High,1,motorcycle,0.0,No,Urban,2022,3,7,11,25,11,15,3.1051103947027285,19
29.0,4.3,Stormy,Low,0,motorcycle,1.0,No,Urban,2022,3,7,10,20,10,10,3.104463374954771,16
24.0,4.6,Windy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,27,23,20,23,15,12.4179077297463,15
23.0,4.5,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,15,19,35,20,45,9.348068923522018,29
35.0,4.8,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,2,11,21,55,21,45,4.681897889429664,31
27.0,4.0,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,20,18,45,18,40,17.13751702263965,31
24.0,4.5,Cloudy,Jam,1,scooter,1.0,No,Urban,2022,3,24,20,30,20,15,7.763180727989779,28
35.0,4.6,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,2022,2,11,14,50,14,35,6.175283575308341,33
23.0,4.6,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,2022,3,11,19,50,19,40,7.763607607839511,23
26.0,4.8,Sandstorms,High,2,motorcycle,0.0,No,Metropolitian,2022,3,5,19,35,14,55,6.037557938329101,12
33.0,4.8,Sunny,Low,1,motorcycle,0.0,No,Urban,2022,3,1,11,5,10,55,3.0295246341921644,14
32.0,4.1,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,2,16,21,10,19,35,20.08748116516756,38
20.0,4.6,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,2022,2,13,19,50,19,40,7.461099952825721,11
37.0,4.0,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,3,4,19,35,20,50,17.09875410817548,46
32.0,5.0,Sunny,Jam,1,scooter,1.0,No,Urban,2022,2,12,21,20,21,15,10.48574789633866,15
35.0,4.6,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,2,18,20,18,10,13.973760919164192,37
20.0,4.7,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,2022,3,7,17,45,17,30,7.660895664241821,15
25.0,4.7,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,1,16,45,16,40,6.147038743530447,25
23.0,5.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,8,22,25,22,20,12.41960204102968,29
22.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,12,22,5,19,35,10.58781900321548,39
,,Cloudy,Jam,0,motorcycle,1.0,No,Urban,2022,3,5,20,50,19,35,19066.150742128106,21
27.0,4.7,Sunny,Medium,0,motorcycle,0.0,No,Urban,2022,3,20,18,45,18,30,12.293677673573283,19
32.0,4.5,Fog,Low,1,scooter,0.0,No,Metropolitian,2022,4,1,10,40,10,35,3.105091096509636,17
31.0,4.7,Sunny,Jam,2,electric_scooter,1.0,No,Urban,2022,2,16,20,50,20,35,13.392894243305737,20
33.0,3.5,Cloudy,Low,1,scooter,0.0,No,Metropolitian,2022,3,27,23,25,23,20,17.076596635444833,35
35.0,4.8,Fog,Low,2,scooter,0.0,No,Metropolitian,2022,3,7,10,20,10,15,3.059443338897214,17
32.0,4.5,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,13,17,15,17,10,7.568033295671673,30
32.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,21,9,15,19,35,3.116288055540994,25
,,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,18,20,55,19,35,17.29786575291325,41
39.0,4.9,Windy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,23,17,45,17,40,13.681631975373575,26
30.0,4.6,Fog,Low,2,scooter,1.0,No,Urban,2022,3,24,19,35,19,35,4.610367445745056,19
38.0,4.3,Sandstorms,Jam,0,motorcycle,1.0,Yes,Semi-Urban,2022,4,4,21,25,21,15,13.989916877275611,54
39.0,4.7,Stormy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,9,19,35,14,55,6.232373129283698,27
31.0,4.1,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,17,19,30,19,20,9.088011034370512,34
21.0,4.6,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,2022,2,11,19,35,17,55,7.631552743190954,22
35.0,4.9,Fog,Low,1,motorcycle,1.0,No,Metropolitian,2022,4,1,23,5,22,50,8.937880155829205,17
25.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,30,18,10,19,35,7.546361142984559,22
29.0,4.6,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,27,19,35,20,55,19.760178243292938,30
39.0,4.8,Cloudy,Medium,0,motorcycle,1.0,Yes,Metropolitian,2022,2,16,19,35,18,50,20.44292976252901,41
30.0,4.1,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,18,23,35,23,30,11.983624793092297,41
31.0,4.6,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,2,15,19,35,17,55,4.717601092054723,29
29.0,4.9,Windy,Jam,1,scooter,0.0,No,Metropolitian,2022,3,20,19,45,19,35,17.137487720369517,24
32.0,4.9,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,2022,4,3,10,45,10,35,3.0736606152903136,20
33.0,4.4,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,18,18,45,18,40,19.08722804529813,33
24.0,4.8,Stormy,Medium,1,scooter,1.0,No,Metropolitian,2022,4,3,19,35,15,50,6.120938502923837,23
35.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,29,22,15,19,35,11.917100051488791,36
36.0,3.2,Sunny,Low,0,motorcycle,1.0,No,Urban,2022,3,12,23,5,19,35,16.721288103917214,32
21.0,4.9,Windy,Medium,2,scooter,0.0,No,Metropolitian,2022,4,4,18,10,17,55,10.64192551943122,25
36.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,17,10,40,10,30,1.5725337292863206,24
37.0,4.4,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,29,20,30,20,20,10.866202682035912,39
37.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,7,10,10,19,35,3.024984591596264,25
21.0,4.7,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,4,6,20,30,20,25,20.44292976252901,29
22.0,5.0,Cloudy,Jam,1,scooter,3.0,No,Metropolitian,2022,3,29,21,50,21,45,12.58026782240096,44
31.0,4.7,Stormy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,24,12,40,12,30,6.050486021641428,34
24.0,4.1,Stormy,Low,0,motorcycle,,No,Metropolitian,2022,4,3,10,25,10,15,3.116121839413475,16
,,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,2022,3,26,19,35,17,45,9.055855161965924,26
23.0,4.7,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,6,21,50,21,35,19.36320422209685,38
36.0,4.6,Sandstorms,High,2,scooter,1.0,No,Metropolitian,2022,3,17,14,55,14,45,6.146243658393431,27
31.0,4.9,Sunny,Low,2,electric_scooter,1.0,No,Urban,2022,3,14,23,15,19,35,16.824772113250837,23
25.0,5.0,Fog,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,4,3,18,50,18,35,4.717601092054723,18
